"","Mean_VelocityU","Velocity_25U","Velocity_75U","Velocity_5U","Velocity_95U","Mean_VelocityA","Velocity_25A","Velocity_75A","Velocity_5A","Velocity_95A","Mean_DepthU","Depth_25U","Depth_75U","Depth_5U","Depth_95U","Mean_DepthA","Depth_25A","Depth_75A","Depth_5A","Depth_95A","Mean_SubstrateU","Substrate_25U","Substrate_75U","Substrate_5U","Substrate_95U","Mean_SubstrateA","Substrate_25A","Substrate_75A","Substrate_5A","Substrate_95A","Mean_InstreamU","Instream_25U","Instream_75U","Instream_5U","Instream_95U","Mean_InstreamA","Instream_25A","Instream_75A","Instream_5A","Instream_95A","Mean_CanopyU","Canopy_25U","Canopy_75U","Canopy_5U","Canopy_95U","Mean_CanopyA","Canopy_25A","Canopy_75A","Canopy_5A","Canopy_95A"
"1",0.332857142857143,0.145,0.39,0.036,0.808,0.353505154639175,0.18,0.48,0,0.877999999999999,46.7142857142857,37.5,54,32.1,66.7,41.5773195876289,32,49,20.8,67.2,5.42857142857143,5,6,4.3,6,4.78350515463918,4,6,3,6,0.314285714285714,0.075,0.5,0,0.605,0.253979591836735,0.1,0.4,0,0.614999999999999,0.571428571428571,0,1,0,1,0.631578947368421,0,1,0,1
"2",0.177142857142857,0,0.32,0,0.406,0.360515463917526,0.18,0.48,0.024,0.91,47.8571428571429,34,60.5,27.9,67.6,40.7216494845361,30,49,21.6,64,5.14285714285714,5,6,3.6,6,4.80412371134021,4,6,2.6,6,0.278571428571429,0.05,0.45,0,0.605,0.252448979591837,0.0625,0.4,0,0.614999999999999,0.666666666666667,0.25,1,0,1,0.65625,0,1,0,1
"3",0.145714285714286,0,0.235,0,0.391,0.360816326530612,0.17,0.465,0.0385,0.9175,43.8571428571429,34,53,27.9,60.5,40.2959183673469,30.5,49,21.7,64.15,5,4.5,6,3.3,6,4.91836734693878,4,6,3,6,0.235714285714286,0.05,0.35,0,0.61,0.258571428571429,0.1,0.4,0,0.7,0.5,0,1,0,1,0.631578947368421,0,1,0,1
"4",0.374285714285714,0.285,0.39,0.084,0.808,0.32969387755102,0.155,0.4475,0.03,0.8245,45.8571428571429,33.5,58,30,66.7,39.3571428571429,28,48,20,67.15,5.71428571428571,5.5,6,5,6,4.83673469387755,4,6,3,6,0.492857142857143,0.45,0.675,0.12,0.7,0.261224489795918,0.1,0.4,0,0.714999999999999,0.857142857142857,1,1,0.3,1,0.6,0,1,0,1
"5",0.237142857142857,0.18,0.325,0.036,0.357,0.355204081632653,0.1725,0.4825,0,0.876,53.8571428571429,48,60.5,36.3,67.6,40.1836734693878,30,49,20.85,64,5.14285714285714,4.5,6,3.3,6,4.91836734693878,4.25,6,3,6,0.371428571428571,0.175,0.575,0.115,0.685,0.257040816326531,0.1,0.4,0,0.614999999999999,0.714285714285714,0.5,1,0,1,0.648936170212766,0,1,0,1
"6",0.335714285714286,0.145,0.395,0,0.808,0.345773195876289,0.18,0.45,0.024,0.854,51.7142857142857,37.5,63.5,34.2,68.5,40.7835051546392,30,49,21.8,67.2,5.14285714285714,4.5,6,3.3,6,4.78350515463918,4,6,2.8,6,0.414285714285714,0.35,0.5,0.16,0.64,0.241734693877551,0.1,0.35,0,0.629999999999998,0.857142857142857,1,1,0.3,1,0.659574468085106,0,1,0,1
"7",0.271428571428571,0.26,0.33,0.072,0.409,0.343061224489796,0.155,0.45,0,0.876,43.8571428571429,31.5,54.5,27.9,66.1,40.5612244897959,30.5,48,20.85,65.3,5.71428571428571,5.5,6,5,6,4.85714285714286,4,6,3,6,0.442857142857143,0.3,0.6,0.23,0.7,0.260102040816327,0.1,0.4,0,0.7,0.833333333333333,1,1,0.25,1,0.673684210526316,0,1,0,1
"8",0.282857142857143,0.06,0.325,0,0.786999999999999,0.354285714285714,0.1725,0.49,0.03,0.8515,51.8571428571429,40.5,63.5,34.2,68.5,40.530612244898,29.25,49,21.7,64,4.85714285714286,4,6,3.3,6,4.76530612244898,4,6,2.85,6,0.307142857142857,0.175,0.45,0.115,0.5,0.247448979591837,0.1,0.4,0,0.614999999999999,0.714285714285714,0.5,1,0,1,0.659574468085106,0,1,0,1
"9",0.247142857142857,0.145,0.355,0,0.409,0.343469387755102,0.155,0.4475,0,0.9175,49.8571428571429,35.5,60.5,30.9,67.6,40.6122448979592,30.5,49,20.85,64.15,5.28571428571429,5,6,3.6,6,4.8469387755102,4,6,2.85,6,0.378571428571429,0.2,0.575,0.03,0.685,0.276428571428571,0.1,0.4,0,0.714999999999999,0.714285714285714,0.5,1,0,1,0.670212765957447,0,1,0,1
"10",0.342857142857143,0.145,0.395,0,0.808,0.339484536082474,0.15,0.45,0,0.877999999999999,47,35,60.5,30.9,67.6,41.4329896907216,32,50,21.8,67.2,5.28571428571429,5,6,3.6,6,4.81443298969072,4,6,3,6,0.35,0.2,0.5,0.03,0.605,0.260612244897959,0.0625,0.4,0,0.714999999999999,0.714285714285714,0.5,1,0,1,0.625,0,1,0,1
"11",0.344285714285714,0.15,0.395,0,0.808,0.344020618556701,0.15,0.48,0.024,0.877999999999999,45.1428571428571,35,58,30.9,61.1,40.9484536082474,30,49,21.8,64.8,5.42857142857143,5.5,6,3.6,6,4.83505154639175,4,6,3,6,0.378571428571429,0.2,0.575,0.03,0.685,0.250510204081633,0.1,0.3875,0,0.614999999999999,0.714285714285714,0.5,1,0,1,0.670212765957447,0,1,0,1
"12",0.195714285714286,0,0.33,0,0.409,0.33020618556701,0.15,0.45,0.024,0.862,44.5714285714286,31.5,59.5,27.9,64.1,40.659793814433,32,49,20.8,65.4,5.14285714285714,4.5,6,3.3,6,4.84536082474227,4,6,3,6,0.414285714285714,0.3,0.55,0.16,0.7,0.238163265306122,0.1,0.4,0,0.6,0.833333333333333,1,1,0.25,1,0.652631578947368,0,1,0,1
"13",0.162857142857143,0,0.355,0,0.409,0.348673469387755,0.1725,0.4575,0,0.876,44.8571428571429,31.5,60.5,27.9,64.1,41.3775510204082,30.5,50,20.85,67.15,5,4.5,6,3.3,6,4.89795918367347,5,6,1.85,6,0.307142857142857,0.2,0.4,0.03,0.575,0.268367346938776,0.1,0.4,0,0.714999999999999,0.666666666666667,0.25,1,0,1,0.680851063829787,0,1,0,1
"14",0.247142857142857,0.145,0.355,0.036,0.409,0.319072164948454,0.15,0.44,0,0.854,44.2857142857143,35.5,53,30.9,58.4,39.8969072164948,30,48,21.8,64,5.57142857142857,5.5,6,4.3,6,4.85567010309278,4,6,3,6,0.314285714285714,0.075,0.525,0,0.685,0.232551020408163,0.05,0.4,0,0.6,0.428571428571429,0,1,0,1,0.663157894736842,0,1,0,1
"15",0.3,0.06,0.355,0,0.786999999999999,0.361958762886598,0.17,0.48,0.03,0.91,46,35,58,30.9,61.1,41.8144329896907,32,49,22.6,67.2,5.14285714285714,4.5,6,3.3,6,4.7319587628866,4,6,3,6,0.342857142857143,0.125,0.575,0.03,0.685,0.242244897959184,0.1,0.3875,0,0.614999999999999,0.571428571428571,0,1,0,1,0.694736842105263,0,1,0,1
"16",0.171428571428571,0,0.325,0,0.409,0.354795918367347,0.18,0.4675,0.0255,0.876,48.4285714285714,35.5,63.5,28.8,68.5,42.3163265306122,34,50,22.55,64.15,4.71428571428571,4,5.5,3.3,6,4.89795918367347,4,6,3,6,0.307142857142857,0.225,0.4,0.115,0.47,0.257551020408163,0.1,0.4,0,0.614999999999999,0.666666666666667,0.25,1,0,1,0.638297872340426,0,1,0,1
"17",0.195714285714286,0.06,0.325,0,0.357,0.363814432989691,0.19,0.48,0.024,0.877999999999999,53.1428571428571,48,60.5,36.3,64.1,40.2577319587629,32,49,21.8,63.2,5,4,6,3.3,6,4.78350515463918,4,6,2.8,6,0.357142857142857,0.175,0.525,0.115,0.685,0.238163265306122,0.0625,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.670212765957447,0,1,0,1
"18",0.314285714285714,0.14,0.33,0,0.786999999999999,0.333814432989691,0.14,0.45,0,0.877999999999999,50.5714285714286,35,63.5,30.9,68.5,40.7835051546392,30,50,21.8,64.6,5.14285714285714,4.5,6,3.3,6,4.81443298969072,4,6,2.8,6,0.457142857142857,0.35,0.6,0.16,0.7,0.247448979591837,0.1,0.4,0,0.6,0.857142857142857,1,1,0.3,1,0.638297872340426,0,1,0,1
"19",0.23,0.085,0.355,0,0.409,0.352783505154639,0.15,0.48,0,0.91,46.8571428571429,35.5,58,30.9,61.1,40.2680412371134,30,49,21.6,64,5.42857142857143,5.5,6,3.6,6,4.92783505154639,4,6,3,6,0.307142857142857,0.05,0.525,0,0.685,0.256020408163265,0.1,0.4,0,0.7,0.571428571428571,0,1,0,1,0.705263157894737,0,1,0,1
